time,seconds_elapsed,z,y,x
1776820795333505300,0.04550537109375,0.9780426025390625,0.2411651611328125,0.0098419189453125
1776820795343546000,0.055546142578125,0.972625732421875,0.25738525390625,0.0036468505859375
1776820795353587200,0.065587158203125,0.976043701171875,0.25634765625,-0.0034942626953125
1776820795363629000,0.075629150390625,0.9622802734375,0.26336669921875,-0.0007476806640625
1776820795373670100,0.085670166015625,0.96160888671875,0.2514190673828125,0.002899169921875
1776820795383711000,0.0957109375,0.9459381103515625,0.25689697265625,0.003143310546875
1776820795393753000,0.105753173828125,0.943115234375,0.2569580078125,0.0030364990234375
1776820795403794200,0.115794189453125,0.9493408203125,0.25250244140625,-0.0003662109375
1776820795413835000,0.1258349609375,0.960296630859375,0.2493743896484375,-0.0030975341796875
1776820795423877000,0.135877197265625,0.9670257568359375,0.2438201904296875,0.0077667236328125
1776820795433918200,0.145918212890625,0.9700164794921875,0.240814208984375,0.0124969482421875
1776820795443959300,0.155959228515625,0.961883544921875,0.2395477294921875,0.0098876953125
1776820795454001200,0.166001220703125,0.9595489501953125,0.23834228515625,0.0098724365234375
1776820795464042200,0.176042236328125,0.9503173828125,0.24041748046875,0.0079345703125
1776820795474083000,0.1860830078125,0.9433441162109375,0.2427825927734375,-0.0001068115234375
1776820795484125200,0.196125244140625,0.9484100341796875,0.244384765625,-0.00738525390625
1776820795494166000,0.206166015625,0.9567108154296875,0.242340087890625,-0.0043487548828125
1776820795504207000,0.21620703125,0.9574127197265625,0.2328643798828125,0.0025634765625
1776820795514249000,0.2262490234375,0.95953369140625,0.2318878173828125,0.0028839111328125
1776820795524290000,0.2362900390625,0.9659423828125,0.2326507568359375,-0.0022125244140625
1776820795534331100,0.2463310546875,0.96771240234375,0.2371063232421875,0.0007476806640625
1776820795544373000,0.256373046875,0.960723876953125,0.234893798828125,-0.0015869140625
1776820795554414000,0.2664140625,0.962860107421875,0.237396240234375,-0.01025390625
1776820795564455000,0.276454833984375,0.9653472900390625,0.241485595703125,-0.0137786865234375
1776820795574497300,0.286497314453125,0.958343505859375,0.24078369140625,-0.0093536376953125
1776820795584538000,0.2965380859375,0.9628753662109375,0.238372802734375,-0.0042877197265625
1776820795594579200,0.3065791015625,0.9687347412109375,0.238037109375,-0.0017547607421875
1776820795604621000,0.31662109375,0.9747314453125,0.2371826171875,-0.0110015869140625
1776820795614662100,0.326662109375,0.9759368896484375,0.2407989501953125,-0.015106201171875
1776820795624703200,0.336703125,0.975677490234375,0.2389068603515625,-0.011871337890625
1776820795634745000,0.3467451171875,0.972564697265625,0.23779296875,-0.0042266845703125
1776820795644786200,0.3567861328125,0.9752044677734375,0.240264892578125,-0.0001983642578125
1776820795654827000,0.366826904296875,0.984466552734375,0.239898681640625,-0.0008697509765625
1776820795664869000,0.376869140625,0.98248291015625,0.2417144775390625,0.0008392333984375
1776820795674910000,0.386909912109375,0.972808837890625,0.24151611328125,-0.0008697509765625
1776820795684952300,0.396952392578125,0.9595794677734375,0.242645263671875,-0.0064239501953125
1776820795694993200,0.4069931640625,0.953826904296875,0.2412872314453125,-0.0058135986328125
1776820795705034200,0.4170341796875,0.95953369140625,0.2426910400390625,-0.0078125
1776820795715076000,0.427076171875,0.9674835205078125,0.2411346435546875,-0.0135650634765625
1776820795725117200,0.4371171875,0.971435546875,0.2268524169921875,-0.0121307373046875
1776820795735158300,0.447158203125,0.97406005859375,0.2308807373046875,-0.012359619140625
1776820795745200000,0.4572001953125,0.9713897705078125,0.2309722900390625,-0.0160064697265625
1776820795755241200,0.4672412109375,0.949615478515625,0.2529144287109375,-0.00506591796875
1776820795765282000,0.477281982421875,0.925628662109375,0.247772216796875,0.001312255859375
1776820795775324200,0.48732421875,0.911834716796875,0.247467041015625,-0.00262451171875
1776820795785365000,0.497364990234375,0.9124755859375,0.2455902099609375,-0.0172576904296875
1776820795795406000,0.507406005859375,0.9325408935546875,0.248565673828125,-0.0362396240234375
1776820795805448000,0.517447998046875,0.9606781005859375,0.2577667236328125,-0.0425262451171875
1776820795815489000,0.527489013671875,0.979095458984375,0.2563323974609375,-0.0393524169921875
1776820795825531100,0.53753125,0.975555419921875,0.25311279296875,-0.0229034423828125
1776820795835572200,0.547572265625,0.9631195068359375,0.262054443359375,-0.00360107421875
1776820795845613300,0.55761328125,0.9611358642578125,0.261993408203125,0.0084381103515625
1776820795855655200,0.5676552734375,0.9652862548828125,0.2642364501953125,0.018310546875
1776820795865696300,0.5776962890625,0.9631500244140625,0.260772705078125,0.02545166015625
1776820795875737000,0.587737060546875,0.9630584716796875,0.259765625,0.0257720947265625
1776820795885779200,0.597779296875,0.9695892333984375,0.2659759521484375,0.01385498046875
1776820795895820000,0.607820068359375,0.967315673828125,0.270599365234375,-0.000335693359375
1776820795905862100,0.617862060546875,0.9636077880859375,0.267486572265625,-0.00726318359375
1776820795915903000,0.627903076171875,0.9572296142578125,0.2606964111328125,-0.013702392578125
1776820795925944000,0.637944091796875,0.9553375244140625,0.264678955078125,-0.019744873046875
1776820795935986000,0.64798583984375,0.963470458984375,0.262969970703125,-0.024505615234375
1776820795946027000,0.658027099609375,0.9682159423828125,0.26141357421875,-0.02276611328125
1776820795956068000,0.668068115234375,0.9705657958984375,0.2566375732421875,-0.01434326171875
1776820795966110200,0.678110107421875,0.9774017333984375,0.2627105712890625,-0.0099334716796875
1776820795976151300,0.6881513671875,0.972442626953125,0.25640869140625,0.000701904296875
1776820795986193200,0.698193115234375,0.972930908203125,0.2432708740234375,0.0139007568359375
1776820795996234200,0.708234130859375,0.96844482421875,0.242034912109375,0.0108489990234375
1776820796006275000,0.718275146484375,0.9642333984375,0.245819091796875,0.00335693359375
1776820796016317200,0.728317138671875,0.9588775634765625,0.2408599853515625,-0.0039520263671875
1776820796026358000,0.73835791015625,0.9480438232421875,0.2386474609375,-0.00799560546875
1776820796036399000,0.748399169921875,0.9434967041015625,0.248321533203125,-0.021453857421875
1776820796046441000,0.75844091796875,0.937591552734375,0.2523345947265625,-0.036041259765625
1776820796056482000,0.76848193359375,0.941375732421875,0.2494659423828125,-0.0379486083984375
1776820796066524200,0.778524169921875,0.9466552734375,0.2525482177734375,-0.042266845703125
1776820796076565200,0.788565185546875,0.9588775634765625,0.2456207275390625,-0.04119873046875
1776820796086606300,0.7986064453125,0.969818115234375,0.243408203125,-0.0348358154296875
1776820796096648200,0.808648193359375,0.9708709716796875,0.243499755859375,-0.0342254638671875
1776820796106689300,0.818689208984375,0.9754791259765625,0.2421875,-0.038177490234375
1776820796116731100,0.828731201171875,0.9722900390625,0.244476318359375,-0.0348052978515625
1776820796126772200,0.838772216796875,0.9600067138671875,0.2418975830078125,-0.0270233154296875
1776820796136813000,0.84881298828125,0.9496307373046875,0.239013671875,-0.0226287841796875
1776820796146855200,0.858855224609375,0.9325103759765625,0.2436370849609375,-0.02618408203125
1776820796156896000,0.86889599609375,0.9336395263671875,0.2451171875,-0.0345916748046875
1776820796166937300,0.878937255859375,0.9466552734375,0.24688720703125,-0.034393310546875
1776820796176979200,0.888979248046875,0.9497528076171875,0.245941162109375,-0.030426025390625
1776820796187020300,0.899020263671875,0.956939697265625,0.24493408203125,-0.029693603515625
1776820796197062100,0.909062255859375,0.96356201171875,0.2474212646484375,-0.0255279541015625
1776820796207103200,0.919103271484375,0.96240234375,0.243133544921875,-0.0218353271484375
1776820796217144300,0.929144287109375,0.957122802734375,0.2496185302734375,-0.0204925537109375
1776820796227186200,0.939186279296875,0.9504547119140625,0.255615234375,-0.015960693359375
1776820796237227300,0.949227294921875,0.9493560791015625,0.257049560546875,-0.016754150390625
1776820796247269000,0.95926904296875,0.951904296875,0.2607269287109375,-0.0146636962890625
1776820796257310200,0.969310302734375,0.9610595703125,0.2592315673828125,-0.0111236572265625
1776820796267351000,0.97935107421875,0.971832275390625,0.25909423828125,-0.0129852294921875
1776820796277393400,0.989393310546875,0.98028564453125,0.26116943359375,-0.0126800537109375
1776820796287434200,0.999434326171875,0.982574462890625,0.2643280029296875,-0.0133209228515625
1776820796297476400,1.009476318359375,0.9774627685546875,0.2588348388671875,-0.0119781494140625
1776820796307517200,1.01951708984375,0.9696807861328125,0.2542572021484375,-0.0052032470703125
1776820796317559300,1.029559326171875,0.9635467529296875,0.250823974609375,-0.0031890869140625
1776820796327600000,1.03960009765625,0.957977294921875,0.2467193603515625,-0.0045318603515625
1776820796337641200,1.04964111328125,0.949798583984375,0.2470855712890625,-0.0029754638671875
1776820796347683000,1.05968310546875,0.9463958740234375,0.2458953857421875,-0.0101776123046875
1776820796357724200,1.06972412109375,0.9473876953125,0.2449951171875,-0.0164031982421875
1776820796367766000,1.07976611328125,0.9457550048828125,0.2463531494140625,-0.0160369873046875
1776820796377807000,1.08980712890625,0.9532928466796875,0.2447357177734375,-0.0164031982421875
1776820796387848200,1.09984814453125,0.9627685546875,0.2454986572265625,-0.0244140625
1776820796397890300,1.109890380859375,0.9672393798828125,0.2463836669921875,-0.0264892578125
1776820796407931400,1.119931396484375,0.9601593017578125,0.246185302734375,-0.023406982421875
1776820796417973200,1.12997314453125,0.9576416015625,0.2451629638671875,-0.024078369140625
1776820796428014300,1.140014404296875,0.9589996337890625,0.248626708984375,-0.021759033203125
1776820796438056200,1.15005615234375,0.9537811279296875,0.248199462890625,-0.0262298583984375
1776820796448097300,1.16009716796875,0.95098876953125,0.2523651123046875,-0.0271759033203125
1776820796458138000,1.17013818359375,0.9552154541015625,0.2531585693359375,-0.0213775634765625
1776820796468180200,1.18018017578125,0.9624176025390625,0.24945068359375,-0.0169525146484375
1776820796478221000,1.190220947265625,0.967803955078125,0.2506561279296875,-0.012908935546875
1776820796488263200,1.20026318359375,0.967803955078125,0.2514495849609375,-0.011138916015625
1776820796498304300,1.21030419921875,0.9695892333984375,0.25445556640625,-0.01275634765625
1776820796508345000,1.220344970703125,0.9702911376953125,0.2566070556640625,-0.0120697021484375
1776820796518387200,1.23038720703125,0.960723876953125,0.255279541015625,-0.008544921875
